ན་སིད་དྷི་,ན་སིད་དྷི་
སརྦ་བཛྲ་དྷྷ་,སརྦ་བཛྲ་དྷྷ་
བདེ་མ།་ངོ་,བདེ་མ། ངོ་
མཛད་ཧཱུྃ་,མཛད་ཧཱུྃ་
དང་པ་ན,དང་པན
ནཱཾ་མཱུ་,ནཱཾ་མཱུ་
ཡ་བཻ་བཱུརྱ་,ཡ་བཻ་ཌཱུརྱ་
མོའི་ཚིག་་མཉན་,མོའི་ཚིག་མཉན་
ལོ་ཧཱུཾ་,ལོ་ཧཱུཾ་
ཙྪིཥྚ་བྷཀྵ་,ཙྪིཥྚ་བྷཀྵ་
སྤོང་ཞིང༌།,སྤོང་ཞིང་།
རྗོད,་ད
རྨྨཱ་སཾ་བྷ་,རྨྨཱ་སཾ་བྷ་
དག་གར་,དག་གང་
མེད་གྲང༌།,མེད་གྲང་།
ངོ་མཆར་,ངོ་མཚར་
ཨཱ་ཙརྱ་དྷརྨ་,ཨཱ་ཙརྱ་དྷརྨ་
འདེྲ,འདྲ
བཻ་ཌཱུརྱའིའོ།,བཻ་ཌཱུརྱའིའོ།
བརྗོད་ཅིང༌དེ་,བརྗོད་ཅིང་དེ་
ཀྵ་,ྐྵ་
འབྱུང་ཞིང༌ཆུ་,འབྱུང་ཞིང་ཆུ་
བུ་ཏེང་,བུ་ཏིང་
བ་དང༌དགང་,བ་དང་དགང་
ཅན་ཏམས་,ཅན་ཐམས་
ཆེ་བཻདཱུརྱ་,ཆེ་བཻདཱུརྱ་
ཏ་རཱུ་,ཏ་རཱུ་
བཏོན་དང༌།,བཏོན་དང་།
པཉྩ་བུདྡྷ་,པཉྩ་བུདྡྷ་
།་བསྟན་,།བསྟན་
བ་མེད༌གང་,བ་མེད་གང་
དང་དཔྭལ་,དང་དབྲལ་
ཧཱ་མ་བྷ་,ཧཱ་མ་བྷ་
ལོངས་སྤྱོད་་ཅིང་,ལོངས་སྤྱོད་ཅིང་
ནས་འགྱུང་,ནས་འབྱུང་
་ཁྱ,ས། །བརྒྱ
ལེའུ་ལྔ་བའོ།,ལེའུ་ལྔ་པའོ།
ར་ཀེ་བྷྱཿསྭཱ་,ར་ཀེ་བྷྱཿསྭཱ་
བི་དྷྭཾ་,བི་དྷྭཾ་
སྡང་གིི་,སྡང་གི་
ས་ཀྵཱ་,ས་ཀྵཱ་
་བྲལ་པར,་བར
ཡི་སྤྱིན་,ཡི་སྦྱིན་
བསྒྲུབ་པར་་བགྱིའོ།,བསྒྲུབ་པར་བགྱིའོ།
པོ་དང་༑ ཞི་,པོ་དང་། ཞི་
ཨ་ཀྵཱ།,ཨ་ཀྵཱ།
མ་ཧཱ་ཀྵ་,མ་ཧཱ་ཀྵ་
བགྱི་ཞིང༌བཅོམ་,བགྱི་ཞིང་བཅོམ་
་བཞི་པོ་ད,་བརྒྱད
གྷུཾ་,གྷུཾ་
རྣམས་ནི༌སོ་,རྣམས་ནི་སོ་
གཞི་བཻཌཱུརྱ་,གཞི་བཻཌཱུརྱ་
དོན་དང༌།,དོན་དང་།
ཏུ་བེེཌཱུརྱ་,ཏུ་བཻཌཱུརྱ་
ནི་བ་བྷ་,ནི་བ་བྷ་
པ་དེབ,པ་དབ
ཟད་པའ་,ཟད་པ་
ཎྜ་དྡྷ་,ཎྜ་དྡྷ་
བཛྲ་སིདྡྷི་,བཛྲ་སིདྡྷི་
བདུག་པ་གྷ་,བདུག་པ་གྷ་
རྒྱས་གསུང༌།,རྒྱས་གསུང་།
སྐྱོང་དང༌།,སྐྱོང་དང་།
རུ་ཧཱུྃ་,རུ་ཧཱུྃ་
ནས་ཙོྪ,ནས་ཙྪ
ཤིས་སྟོང༌།,ཤིས་སྟོང་།
ཨ་ནཱུ་,ཨ་ནཱུ་
བྲམ་་ཟེ་,བྲམ་ཟེ་
ཛམྦྷེ་,ཛམྦྷེ་
བད་དྷོ་,བད་དྷོ་
ཏ་མཱུར་,ཏ་མཱུར་
སྐྲ་དང༌།,སྐྲ་དང་།
ལས་བྱུང༌།,ལས་བྱུང་།
ཀྱང་རུང༌རྩོད་,ཀྱང་རུང་རྩོད་
རྣམ་པཪ་,རྣམ་པར་
དཔའ་ནི༌ཤེས་,དཔའ་ནི་ཤེས་
པུ་ཧཱུྃ་,པུ་ཧཱུྃ་
སིམ་བྷི་,སིམ་བྷི་
ཏི་སིདྡྷི་,ཏི་སིདྡྷི་
རྀ་ཥ་བྷ་,རྀ་ཥ་བྷ་
།ཡེ་དྷརྨྨཱ་,།ཡེ་དྷརྨྨཱ་
ྀྉྤ,ྎྤ
ན་བཀོ,ན་བཞི་མདོ
བྃ་ཧཿབཿཧཱུྃ་,བྃ་ཧཿབཿཧཱུྃ་
ཡུལ་གན་དྷ་,ཡུལ་གན་དྷ་
ནེ་ཧཱུྃ།,ནེ་ཧཱུྃ།
ཐཱ་ཛི་བྷྃ་,ཐཱ་ཛི་བྷྃ་
གཤེགས་,བི་
སྭཱ་ཧཱ་།,སྭཱ་ཧཱ།
གུ་ཛ་དྷ་,གུ་ཛ་དྷ་
ཧེ་ཧེ་བྷ་,ཧེ་ཧེ་བྷ་
ས་མཿསརྦྦ་དྷརྨྨཱཿཁྃ།,ས་མཿསརྦྦ་དྷརྨྨཱཿཁྃ།
ཡིན་ཡང༌དེས་,ཡིན་ཡང་དེས་
ན་སཱ་དྷུ་,ན་སཱ་དྷུ་
ན་ཧྲཱི,ན་ཧྲཱ
སྔགས་ཧཱུྃ་,སྔགས་ཧཱུྃ་
ཡིད་ནི་་བསྐྱེད་,ཡིད་ནི་བསྐྱེད་
ཧཱ་ཙཱུ་,ཧཱ་ཙཱུ་
མས་,་
ཅད་སྟོག་,ཅད་སྟོང་
ཤེས་ཪབ་,ཤེས་རབ་
་སེམས་,་སྙིང་
སློབ་མ་འཁོས་,སློབ་མ་ལ་བོས་
ས་ར་བྷ།,ས་ར་བྷ།
སྲིན་པོ,ལོ
་རྣམས་,་རྟག་
རྡུ་,རྫུ་
ཤུད་དྷེ།,ཤུད་དྷེ།
ར་ཧཱུྃ་,ར་ཧཱུྃ་
བཛྲ་ཤུང་,བཛྲ་ཤུད་
མ་ཀ་ༀ་,མ་ཀ་ཨོཾ་
ཊ་ཀསྟཾ་བྷ་,ཊ་ཀསྟཾ་བྷ་
ཏེ་ཧཱོུཾ་,ཏེ་ཧཱུྃ་
་དཱུཪྱ་,་དཱུརྱ་
པྲ་བྷ་,པྲ་བྷ་
ཀུམ་བྷི་,ཀུམ་བྷི་
ཏྲ་ཁ་གྷ།,ཏྲ་ཁ་གྷ།
ཨི་ཪཎྜའི་,ཨི་རཎྜའི་
ཏྱ་བེཀྵ་,ཏྱ་བེཀྵ་
དཾ་ཡཀྵིཿཕཊ་,དཾ་ཡཀྵིཿཕཊ་
བར་འགྱུརི་,བར་འགྱུར་
པར་བཤད་(ད།,པར་བཤད་ད།
ཡ་སྩི,ཡ་སྭི
ཀཱཾ་ཧཱུྃ་,ཀཱཾ་ཧཱུྃ་
དོག་དཔྲོག །,དོག་དབྲོག །
གསོབ་ཏུ་དགྱིད་,གསོབ་ཏུ་བགྱིད་
ཏེ་ཧཱུྃ་,ཏེ་ཧཱུྃ་
ཡོ,འབྱོ
ྀྈྐྼཱ,ྍྐྼཱ
ཤ་ཡ་ཛྷུ་,ཤ་ཡ་ཛྷུ་
པོ་སུ་བྷཱུ་,པོ་སུ་བྷཱུ་
བའི་ཕྱིར་ཌྷ་,བའི་ཕྱིར་ཌྷ་
ཅིང་སྦྱོམས་,ཅིང་སྤྱོམས་
བྷུར་,བྷུར་
་བཞིན་,་བརྟན་
བ་ཏྱེེ།,བ་ཏྱཻ།
མ་ཙཀྵུཿ ཤྲོད་,མ་ཙཀྵུཿ ཤྲོད་
རབ་འབྱོར༌ཆོས་,རབ་འབྱོར་ཆོས་
ཁཱ་གཱ་གྷཱ་,ཁཱ་གཱ་གྷཱ་
པོ་ཏཱཀྵ་,པོ་ཏཱཀྵ་
ཏེ་ཏྲཱྃ་བྷྲ,ཏེ་ཏྲཱྃ་བྷྲ
རྦ་ཀརྨ་ཀྵཱ་,རྦ་ཀརྨ་ཀྵཱ་
པོ་ཀུ་ཎྜ,པོ་ཀུཎྜ
མཐའ་དང༌ཕྱི་,མཐའ་དང་ཕྱི་
བསྔལ་དང༌།,བསྔལ་དང་།
དུ་སོང༌།,དུ་སོང་།
པའི་ཡེ་,པའི་ཡི་
མི་གཏོང༌།,མི་གཏོང་།
ལྟར་མཐོང༌།,ལྟར་མཐོང་།
སངས་,ལྟར་
ན་གྷ་,ན་གྷ་
བཻ་ཌཱུརྱཡི་,བཻ་ཌཱུརྱཡི་
རིས་དང༌།,རིས་དང་།
ཆོས་ཀྱིི་,ཆོས་ཀྱི་
པཱ་དཱ་།,པཱ་དཱ།
ༀ་,ཨོཾ་
རྫུ་་འཕྲུལ་,རྫུ་འཕྲུལ་
བདུན་དང༌།,བདུན་དང་།
པྲ་ཏཱི,པྲ་ཏཱ
ཏུ་ནཱ་དྷེ་,ཏུ་ནཱ་དྷེ་
དུ་ཡང༌།,དུ་ཡང་།
མདངས་,ལས་
ཏུ་བྱུང༌།,ཏུ་བྱུང་།
ཆོས་དང༌།,ཆོས་དང་།
མོ་གྷ་,མོ་གྷ་
མཱ་དྷི་,མཱ་དྷི་
ལི་པིིརྟྭ་,ལི་པིརྟྭ་
དག་,ལག་
གི་ཕྱིར་་ད་,གི་ཕྱིར་ད་
བཛྲ་སཱུརྻ།,བཛྲ་སཱུརྱ།
ཱུཾ།,ཱུཾ།
སྦུ)།,།
ཀིཾ་པཱུརྞྞ་,ཀིཾ་པཱུརྞྞ་
བའི་ཕྱིར་་,བའི་ཕྱིར་
བཱ་ཀྵ།,བཱ་ཀྵ།
ཏེ་བཅོགས་,ཏེ་བཙགས་
།དྷི་,།དྷི་
མ་དང༌ཁྱིམ་,མ་དང་ཁྱིམ་
ནི་མོ་ཀྵ་,ནི་མོ་ཀྵ་
བྱུང་ཞིང༌སྒེའུ་,བྱུང་ཞིང་སྒེའུ་
ད་དྷྭ་,ད་དྷྭ་
གྱིས་གྲུབ་།,གྱིས་གྲུབ།
ཀྱི,ནི
ཆེན་བུངྡྷ་,ཆེན་བུདྡྷ་
རྟོགས་པ་།,རྟོགས་པ།
ཡེ་ཧྲཱི༔སྭཱ་,ཡེ་ཧྲཱིཿསྭཱ་
ྤི་,ྦི་
རྨ་སྐན་དྷོ་,རྨ་སྐན་དྷོ་
ཤུ་ཀེན་,ཤུ་ཀན་
གྱི་ཡང༌།,གྱི་ཡང་།
གྷྲ།,གྷྲ།
ཧཱ་ཌ་དྷ་,ཧཱ་ཌ་དྷ་
ཤཱི་གྷྲཾ།,ཤཱི་གྷྲཾ།
རི་ཧྲཱི༔།,རི་ཧྲཱིཿ།
བྷྱཿཧཱུྃ་དྷྲྀ་ཀ་,བྷྱཿཧཱུྃ་དྷྲྀཀ་
མ་དྷྱ་,མ་དྷྱ་
བཛྲ་སོོ་,བཛྲ་སཽ་
ཟློག་ཅིང༌།,ཟློག་ཅིང་།
གཅད་པའི་,གཅད་པས་
བུར་སྟོང་་གསུམ་,བུར་སྟོང་གསུམ་
ལ་སཾ་བྷ་,ལ་སཾ་བྷ་
བསྒྲུབ་པའིི་,བསྒྲུབ་པའི་
པི་དྷ་,པི་དྷ་
མ་སྙིད་,མ་སྙེད་
ར་བ་བྷ་,ར་བ་བྷ་
རྣམ་,རྣལ་
ཧྞ་ཧཱུྃ་,ཧྞ་ཧཱུྃ་
བར་ཚིམ་བྷོ།,བར་ཚིམ་བྷོ།
ལ་པཀྵེ།,ལ་པཀྵེ།
ནེ་ཏཱཾ་བྷཱནྟི་,ནེ་ཏཱཾ་བྷཱནྟི་
གྷྲ་,གྷྲ་
ཟེ་བྷ་,ཟེ་བྷ་
དྲ་,།གཟུགས་
ཙུ་རུ་།,ཙུ་རུ།
དྷ་ཨཱཪྱ་,དྷ་ཨཱརྱ་
པ་ཡང༌།,པ་ཡང་།
ནམ་མའཕགས་,ནམ་འཕགས་
པོ་དང༌མཐོང་,པོ་དང་མཐོང་
ཏ་ཡ་བྷཱི་,ཏ་ཡ་བྷཱི་
ན་ཧཱུྃ།,ན་ཧཱུྃ།
གཟུར་དང༌།,གཟུར་དང་།
བབ་ཅིང༌ཟླ་,བབ་ཅིང་ཟླ་
ཡངས་ཨུཏྤལ་ཀྱ,ཡངས་ཨུཏྤལ་གྱ
པ་དྷི་,པ་དྷི་
ཨུ་གྲ་བྷཱིཥྨ་,ཨུ་གྲ་བྷཱིཥྨ་
ཤིག་དང༌ཁོ་,ཤིག་དང་ཁོ་
སོར་གདུབ་གྱི་,སོར་གདུབ་ཀྱི་
ཐམས་ཅད་ལ་ཡང་ད,ཐམས་ཅད་ད
རིགས་གྱི་,རིགས་ཀྱི་
ཕཊ་ཕཊ་།,ཕཊ་ཕཊ།
ལྟར་གནས་་མེད་,ལྟར་གནས་མེད་
ན་གངེ་,ན་གང་
ནྡྲོ་བནྡྷ་,ནྡྲོ་བནྡྷ་
ཅད་ཀྱི་(མགོ་,ཅད་ཀྱི་མགོ་
ླ་,སྒྲུབ་བྱའི་
ཞེ་,།ཆུ་
པྲ་ཏི་བྷ་,པྲ་ཏི་བྷ་
ཏ་གརྦྷ་,ཏ་གརྦྷ་
ིན་ད,ེད
གཤེ,ངེ
སྐྱེ་,།ཧྲི་
རྩིས་དང༌།,རྩིས་དང་།
བཀོད་ཅིང༌།,བཀོད་ཅིང་།
ཨཱཏྨ་ཀོ་ཉ་,ཨཱཏྨ་ཀོ྅་
ཕཊ་བོ་དྷི་,ཕཊ་བོ་དྷི་
ཧ་ཛ་བྷི་,ཧ་ཛ་བྷི་
ཅད་སྔཪ་,ཅད་སྔར་
གའི་སྦྱོར་པ་,གའི་སྦྱོར་བ་
རྀ་ཨོོ་,རྀ་ཨཽ་
ེ་སཱུརྱ་,ེ་སཱུརྱ་
ཤ་ཏྲཱུྃ།,ཤ་ཏྲཱུྃ།
པ་བེེཌཱུ,པ་བཻ་ཌཱུ
ཡིན་འཛམ་བྷ་,ཡིན་འཛམ་བྷ་
་པར་,་
གིས་ཉུང་དུ་,གིས་ཉུང་ངུ་
སངས་རྒྱས་ཐམ,མ
རཱི་ཧཱུྃ་,རཱི་ཧཱུྃ་
དང་བེེཌཱུ,དང་བཻཌཱུ
ས་,ཞན་
པ་ར་སཱ་,པ་ར་མཱ་
སྔགས་འཆད་,སྔགས་འཆང་
མིག་དང༌རྣ་,མིག་དང་རྣ་
ཏྲེ་བུད་དྷ་,ཏྲེ་བུད་དྷ་
སྤྲིན་དང༌།,སྤྲིན་དང་།
ག་ཏེ་བྷྱཿསརྦྦ་,ག་ཏེ་བྷྱཿསརྦྦ་
ཧེ་བྷ་,ཧེ་བྷ་
ཏ་སཾ་བྷཱུ་,ཏ་སཾ་བྷཱུ་
པ་བྲལ་།,པ་བྲལ།
བརྩོན་འགྲྲུས་,བརྩོན་འགྲུས་
མཱུ།,མཱུ།
ལཱ་ཡཱདྷི་,ལཱ་ཡཱདྷི་
ཆགས་དང༌འདོད་,ཆགས་དང་འདོད་
དང་།  རང་,དང་། རང་
བྱུང་དང༌།,བྱུང་དང་།
རྗེ་ཧཱུཾ་,རྗེ་ཧཱུཾ་
བ་སྭ་ཱ་,བ་སྭཱ་
ཨ༔་ཞེས་,ཨཿཞེས་
ཏི་བྷཱ་,ཏི་བྷཱ་
ཏ་ཙཀྵུ་,ཏ་ཙཀྵུ་
གི་མགྲིམ་,གི་མགྲིན་
ལྡན་པའི་་་་་ཐམས་,ལྡན་པའི་ཐམས་
སྣག་ཚའི་བཡུག་,སྣག་ཚའི་ཡུག་
ཟིན་ཅིང༌།,ཟིན་ཅིང་།
ཛྃ་ཧཱུྃ་,ཛྃ་ཧཱུྃ་
འདི་སྔ་(མ་,འདི་སྔ་མ་
པ་དང༌ཡངས་,པ་དང་ཡངས་
དྷིཥྛཱ་ཅེན་,དྷིཥྛཱ་ནེན་
་ཌཱུར་,་ཌཱུར་
པ་སུ་བྷ་,པ་སུ་བྷ་
སརྦ་རཱུ་,སརྦ་རཱུ་
ཌཱུ་རྱ་,ཌཱུརྱ་
ཨཱརྱ་ཙཀྵུད་གྷ་,ཨཱརྱ་ཙཀྵུད་གྷ་
བདག་གི་་འཁྲུལ་,བདག་གི་འཁྲུལ་
གྱི་ཨོོཌྱན་,གྱི་ཨཽཌྱན་
ི་བེ་དྷི།,ི་བེ་དྷི།
ཧྲཱིཾི་,ཧྲཱིཾ་
པར་ཡང༌།,པར་ཡང་།
ཏུ་ཀྵི།,ཏུ་ཀྵི།
བརྩོན་འགྲུས་་,བརྩོན་འགྲུས་
ཕྱིར་མིི་,ཕྱིར་མི་
ཾ་ཛཱུ་,ཾ་ཛཱུ་
བྷཉྫ་,བྷཉྫ་
མཉམ་སྦྱོར་པ།,མཉམ་སྦྱོར་བ།
ད་ཡི་,ད་ཡཾ་
ཀྱི་ལས་གྱི་,ཀྱི་ལས་ཀྱི་
པ་གཪ་,པ་གར་
ཛ་ཧཱུཾ་,ཛ་ཧཱུཾ་
ར་བརྡྷ་,ར་བརྡྷ་
གནས་དེར་བྷོ་,གནས་དེར་བྷོ་
ཚོགས་ཅན་།,ཚོགས་ཅན།
མའི་མཐའིི་,མའི་མཐའི་
བཻཌཱུརྱ,བཻཌཱུརྱ
༄༅།,།
དེ་ཅེའི་,དེ་ཅིའི་
ཀོ་ཏམ་བྷ་,ཀོ་ཏམ་བྷ་
ན་མཿ་ཤྨ་,ན་མཿཤྨ་
སྙམ་ན༌ཡང་,སྙམ་ན་ཡང་
ཀྱིས་ཆོས་གྱི་,ཀྱིས་ཆོས་ཀྱི་
བ་ཪི་,བ་རི་
གྲ་མ་ཀྵ་,གྲ་མ་ཀྵ་
ཅོག་,ཙོག་
ཪང་,རང་
རཱ་ལཱ་ཀྵ་,རཱ་ལཱ་ཀྵ་
ཡཀྵ་སེེ་,ཡཀྵ་སཻ་
ཾཿབཻ,ྃཿབཻ
ནས་བྲིས་,ནས་བྲེས་
མྱེད་པའིི་,མྱེད་པའི་
ནི་བེེ་,ནི་བཻ་
ཕྱེས་པ་བདྨའི་,ཕྱེས་པ་པདྨའི་
ཤདྷི་,ཤདྑི་
ཙར་མིན་དྷའི་,ཙར་མིན་དྷའི་
ཡམྦྷུ་,ཡམྦྷུ་
ཎ་ཧཱོུཾ་,ཎ་ཧཱུྃ་
ས་ཀཿ་ༀ་,ས་ཀཿཨོཾ་
ཡིས་གདབ་།,ཡིས་གདབ།
མ་པྲ་བྷ་,མ་པྲ་བྷ་
གཅི་དང༌མཆིལ་,གཅི་དང་མཆིལ་
བ་དང༌འབྱུང་,བ་དང་འབྱུང་
སུ་དམརའ་,སུ་དམའ་
༔ ཕཻཾ་,ཿ། ཕཻཾ་
་མ་དྷུ་,་མ་དྷུ་
ནེ་ཀྵ།,ནེ་ཀྵ།
ཥ་ལཀྵ་,ཥ་ལཀྵ་
ཏྲ་མོོ་,ཏྲ་མཽ་
ཡི་གེ་བྷ།,ཡི་གེ་བྷ།
ནོ་བྷུ་,ནོ་བྷུ་
་མཆོག་,མཆོག་
ཛ་ཡེ་བྷ་,ཛ་ཡེ་བྷ་
པ་དང༌རྐྱེན་,པ་དང་རྐྱེན་
བྷྲྀ་,བྷྲྀ་
ཆགས་དུན་དྷུ་,ཆགས་དུན་དྷུ་
ཏྱཱད་བུད་དྷ་,ཏྱཱད་བུད་དྷ་
ག་ཏེ་བྷྱོ་,ག་ཏེ་བྷྱོ་
པོའི་ངང་,པོའི་ངད་
དཔས་སྟོང༌།,དཔས་སྟོང་།
ཁྲིམས་གྱི་,ཁྲིམས་ཀྱི་
ཕྱག་ད་ར་,ཕྱག་དར་
བུ་ཤུདྷྱ་,བུ་ཤུདྷྱ་
ུ་ར་དྷ་,ུ་ར་དྷ་
ད་གྱི་ན,ད་གྱིན
ཏུ་ྈྐཤྵ,ཏུ་ྈྐྴྵ
པྲ་བྷེ་,པྲ་བྷེ་
ལས་སྐྱེེ་,ལས་སྐྱེ་
